DATETIME,TIME,LON,LAT,DEP,V
"31-DEC-2022",44559.5,71,6.25,5,0.160892  
"31-DEC-2022",44559.5,71.5,6.25,5,0.0442552  
"31-DEC-2022",44559.5,72,6.25,5,0.0141726  
"31-DEC-2022",44559.5,72.5,6.25,5,0.0724541  
"31-DEC-2022",44559.5,73,6.25,5,0.133135  
"31-DEC-2022",44559.5,73.5,6.25,5,0.15627  
"31-DEC-2022",44559.5,74,6.25,5,0.133499  
"31-DEC-2022",44559.5,74.5,6.25,5,0.0697134  
"31-DEC-2022",44559.5,75,6.25,5,0.00408201  
"31-DEC-2022",44559.5,75.5,6.25,5,-0.0637641  
"31-DEC-2022",44559.5,76,6.25,5,-0.111329  
"31-DEC-2022",44559.5,76.5,6.25,5,0.0177554  
"31-DEC-2022",44559.5,77,6.25,5,0.108131  
"31-DEC-2022",44559.5,77.5,6.25,5,0.168882  
"31-DEC-2022",44559.5,78,6.25,5,0.210237  
"31-DEC-2022",44559.5,78.5,6.25,5,0.16608  
"31-DEC-2022",44559.5,79,6.25,5,0.0404623  
"31-DEC-2022",44559.5,79.5,6.25,5,0.0358342  
"31-DEC-2022",44559.5,80,6.25,5,-1.E+34  
"31-DEC-2022",44559.5,80.5,6.25,5,-1.E+34  
"31-DEC-2022",44559.5,81,6.25,5,-1.E+34  
"31-DEC-2022",44559.5,81.5,6.25,5,-1.E+34  
"31-DEC-2022",44559.5,82,6.25,5,0.362124  
"31-DEC-2022",44559.5,82.5,6.25,5,0.277592  
"31-DEC-2022",44559.5,83,6.25,5,0.183782  
"31-DEC-2022",44559.5,83.5,6.25,5,0.12261  
"31-DEC-2022",44559.5,84,6.25,5,0.0945827  
"31-DEC-2022",44559.5,84.5,6.25,5,0.188137  
"31-DEC-2022",44559.5,85,6.25,5,0.253677  
"31-DEC-2022",44559.5,85.5,6.25,5,0.138565  
"31-DEC-2022",44559.5,86,6.25,5,0.0593593  
"31-DEC-2022",44559.5,86.5,6.25,5,-0.0468309  
"31-DEC-2022",44559.5,87,6.25,5,-0.221824  
"31-DEC-2022",44559.5,87.5,6.25,5,-0.385888  
"31-DEC-2022",44559.5,88,6.25,5,-0.340644  
"31-DEC-2022",44559.5,88.5,6.25,5,-0.203641  
"31-DEC-2022",44559.5,89,6.25,5,-0.0404982  
"31-DEC-2022",44559.5,68,6.5,5,0.166463  
"31-DEC-2022",44559.5,68.5,6.5,5,0.21521  
"31-DEC-2022",44559.5,69,6.5,5,0.254942  
"31-DEC-2022",44559.5,69.5,6.5,5,0.297262  
"31-DEC-2022",44559.5,70,6.5,5,0.361845  
"31-DEC-2022",44559.5,70.5,6.5,5,0.353585  
"31-DEC-2022",44559.5,71,6.5,5,0.200413  
"31-DEC-2022",44559.5,71.5,6.5,5,0.0460347  
"31-DEC-2022",44559.5,72,6.5,5,0.0212574  
"31-DEC-2022",44559.5,72.5,6.5,5,0.0877514  
"31-DEC-2022",44559.5,73,6.5,5,0.142684  
"31-DEC-2022",44559.5,73.5,6.5,5,0.198479  
"31-DEC-2022",44559.5,74,6.5,5,0.209578  
"31-DEC-2022",44559.5,74.5,6.5,5,0.152885  
"31-DEC-2022",44559.5,75,6.5,5,0.0399715  
"31-DEC-2022",44559.5,75.5,6.5,5,-0.130547  
"31-DEC-2022",44559.5,76,6.5,5,-0.184623  
"31-DEC-2022",44559.5,76.5,6.5,5,-0.0538113  
"31-DEC-2022",44559.5,77,6.5,5,0.0439698  
"31-DEC-2022",44559.5,77.5,6.5,5,0.074411  
"31-DEC-2022",44559.5,78,6.5,5,0.136174  
"31-DEC-2022",44559.5,78.5,6.5,5,0.144676  
"31-DEC-2022",44559.5,79,6.5,5,0.0700134  
"31-DEC-2022",44559.5,79.5,6.5,5,0.0929157  
"31-DEC-2022",44559.5,80,6.5,5,-1.E+34  
"31-DEC-2022",44559.5,80.5,6.5,5,-1.E+34  
"31-DEC-2022",44559.5,81,6.5,5,-1.E+34  
"31-DEC-2022",44559.5,81.5,6.5,5,-1.E+34  
"31-DEC-2022",44559.5,82,6.5,5,0.389844  
"31-DEC-2022",44559.5,82.5,6.5,5,0.24468  
"31-DEC-2022",44559.5,83,6.5,5,0.205569  
