DATETIME,TIME,LON,LAT,DEP,U
"31-DEC-2022",44559.5,70,6.5,5,-0.100508  
"31-DEC-2022",44559.5,70.5,6.5,5,-0.183859  
"31-DEC-2022",44559.5,71,6.5,5,-0.307181  
"31-DEC-2022",44559.5,71.5,6.5,5,-0.361084  
"31-DEC-2022",44559.5,72,6.5,5,-0.40234  
"31-DEC-2022",44559.5,72.5,6.5,5,-0.407748  
"31-DEC-2022",44559.5,73,6.5,5,-0.392483  
"31-DEC-2022",44559.5,73.5,6.5,5,-0.419527  
"31-DEC-2022",44559.5,74,6.5,5,-0.510881  
"31-DEC-2022",44559.5,74.5,6.5,5,-0.732029  
"31-DEC-2022",44559.5,75,6.5,5,-0.872085  
"31-DEC-2022",44559.5,75.5,6.5,5,-0.838008  
"31-DEC-2022",44559.5,76,6.5,5,-0.681325  
"31-DEC-2022",44559.5,76.5,6.5,5,-0.614244  
"31-DEC-2022",44559.5,77,6.5,5,-0.537234  
"31-DEC-2022",44559.5,77.5,6.5,5,-0.368586  
"31-DEC-2022",44559.5,78,6.5,5,-0.120826  
"31-DEC-2022",44559.5,78.5,6.5,5,0.0384376  
"31-DEC-2022",44559.5,79,6.5,5,0.0681812  
"31-DEC-2022",44559.5,79.5,6.5,5,-0.00760418  
"31-DEC-2022",44559.5,80,6.5,5,-1.E+34  
"31-DEC-2022",44559.5,80.5,6.5,5,-1.E+34  
"31-DEC-2022",44559.5,81,6.5,5,-1.E+34  
