DATETIME,TIME,LON,LAT,E_WIND,N_WIND,Z_CURR,M_CURR
31-DEC-2022,44559.5,77.0,8.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.5,8.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.0,8.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.5,8.5,-0.075,-5.685,-0.22639,-0.425467
31-DEC-2022,44559.5,79.0,8.5,3.175,-8.07,-0.556397,-0.797139
31-DEC-2022,44559.5,79.5,8.5,0.075,-7.62001,-0.37067,-0.260093
31-DEC-2022,44559.5,80.0,8.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,80.5,8.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,81.0,8.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,81.5,8.5,-2.11,-3.275004,-0.0123293,-0.0421506
31-DEC-2022,44559.5,82.0,8.5,-1.895,-4.325,0.0455024,-0.0213557
31-DEC-2022,44559.5,82.5,8.5,-1.795,-4.915,0.148331,-0.0524686
31-DEC-2022,44559.5,83.0,8.5,-2.32,-4.9840,0.102476,-0.0152369
31-DEC-2022,44559.5,83.5,8.5,-1.585,-4.94,0.112127,0.112919
31-DEC-2022,44559.5,84.0,8.5,-3.435,-5.3,0.114951,0.161901
31-DEC-2022,44559.5,84.5,8.5,-3.22,-5.615,0.186011,0.209244
31-DEC-2022,44559.5,85.0,8.5,-3.63,-5.125,0.258178,0.225754
31-DEC-2022,44559.5,85.5,8.5,-3.56,-5.1099,0.25628,0.177677
31-DEC-2022,44559.5,86.0,8.5,-3.94,-4.66,0.230963,0.0686086
31-DEC-2022,44559.5,86.5,8.5,-3.7,-4.785,0.175853,-0.1045
31-DEC-2022,44559.5,87.0,8.5,-3.8,-4.19,0.0667383,-0.209588
31-DEC-2022,44559.5,87.5,8.5,-4.125,-3.885,-0.0376692,-0.175129
31-DEC-2022,44559.5,88.0,8.5,-3.97,-4.68,-0.125577,-0.0913342
31-DEC-2022,44559.5,88.5,8.5,-3.915,-4.935005,-0.261802,0.0264441
31-DEC-2022,44559.5,89.0,8.5,-3.65,-4.99,-0.345163,0.159648
31-DEC-2022,44559.5,68.0,8.75,-3.25,-4.66,0.188489,-0.0398434
31-DEC-2022,44559.5,68.5,8.75,-3.085,-4.4840,0.136513,-0.0505736
31-DEC-2022,44559.5,69.0,8.75,-3.345,-3.405,0.112972,-0.00998447
31-DEC-2022,44559.5,69.5,8.75,-2.635,-3.88,0.15604,0.162311
31-DEC-2022,44559.5,70.0,8.75,-1.785,-3.72,0.205755,0.358489
31-DEC-2022,44559.5,70.5,8.75,-2.835,-2.68,0.191851,0.409954
31-DEC-2022,44559.5,71.0,8.75,-3.385,-2.595,0.135962,0.57322
31-DEC-2022,44559.5,71.5,8.75,-3.14,-1.925,0.0379283,0.685911
31-DEC-2022,44559.5,72.0,8.75,-3.01,-1.735,-0.0530539,0.446091
31-DEC-2022,44559.5,72.5,8.75,-2.33,-1.945,-0.142637,0.27513
31-DEC-2022,44559.5,73.0,8.75,-1.19408,-1.56098,-0.152695,0.179694
31-DEC-2022,44559.5,73.5,8.75,-1.805,-1.18,-0.119038,0.128495
31-DEC-2022,44559.5,74.0,8.75,-1.955,-1.915,-0.071322,0.146733
31-DEC-2022,44559.5,74.5,8.75,-1.41,-1.715,-0.0185089,0.146438
31-DEC-2022,44559.5,75.0,8.75,-1.575002,-1.865,0.0265787,0.00434395
31-DEC-2022,44559.5,75.5,8.75,-1.535,-1.995,0.102331,-0.114968
31-DEC-2022,44559.5,76.0,8.75,-1.845,-3.22,0.0374008,0.0306075
31-DEC-2022,44559.5,76.5,8.75,-2.815004,-2.255,-0.00649215,0.0458043
31-DEC-2022,44559.5,77.0,8.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.5,8.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.0,8.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.5,8.75,-1.24,-4.78,-0.176668,-0.188607
31-DEC-2022,44559.5,79.0,8.75,0.965,-7.68,-0.467066,-0.718853
31-DEC-2022,44559.5,79.5,8.75,0.245,-7.1,-0.399853,-0.545258
31-DEC-2022,44559.5,80.0,8.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,80.5,8.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,81.0,8.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,81.5,8.75,-1.83,-2.835,-0.0307502,-0.12154
31-DEC-2022,44559.5,82.0,8.75,-1.985,-4.74,0.0971361,-0.0698206
31-DEC-2022,44559.5,82.5,8.75,-2.505,-4.9040,0.0842857,-0.0123281
31-DEC-2022,44559.5,83.0,8.75,-2.935,-4.645,0.0914664,0.0208552
31-DEC-2022,44559.5,83.5,8.75,-1.86,-4.34,0.068636,0.129884
31-DEC-2022,44559.5,84.0,8.75,-2.275,-4.995,0.0597819,0.197592
31-DEC-2022,44559.5,84.5,8.75,-1.885,-5.795,0.114537,0.220107
31-DEC-2022,44559.5,85.0,8.75,-4.015,-4.38,0.206025,0.21571
31-DEC-2022,44559.5,85.5,8.75,-3.485,-5.1,0.257212,0.189561
31-DEC-2022,44559.5,86.0,8.75,-3.63,-4.625,0.239673,0.088759
31-DEC-2022,44559.5,86.5,8.75,-3.785,-4.1099,0.161767,-0.0304685
31-DEC-2022,44559.5,87.0,8.75,-3.705,-4.25,0.0594009,-0.0919774
31-DEC-2022,44559.5,87.5,8.75,-4.315,-3.47,-0.0250644,-0.0710002
31-DEC-2022,44559.5,88.0,8.75,-4.34,-3.99,-0.0904804,-0.0359081
31-DEC-2022,44559.5,88.5,8.75,-3.93,-4.595,-0.21916,0.0748875
31-DEC-2022,44559.5,89.0,8.75,-3.6,-4.57,-0.308075,0.202238
31-DEC-2022,44559.5,68.0,9.0,-3.37,-4.63,0.213976,-0.0366914
31-DEC-2022,44559.5,68.5,9.0,-2.795,-4.42501,0.151739,-0.0490118
31-DEC-2022,44559.5,69.0,9.0,-2.925,-4.125,0.0823716,-0.0207754
31-DEC-2022,44559.5,69.5,9.0,-2.655,-4.4,0.0958817,0.135335
31-DEC-2022,44559.5,70.0,9.0,-0.905,-4.685005,0.160101,0.352345
31-DEC-2022,44559.5,70.5,9.0,-2.075,-3.525,0.158402,0.426974
31-DEC-2022,44559.5,71.0,9.0,-3.17,-2.395,0.124814,0.537544
31-DEC-2022,44559.5,71.5,9.0,-3.62,-1.305002,0.117174,0.730255
31-DEC-2022,44559.5,72.0,9.0,-3.05,-1.54,0.0753394,0.529277
31-DEC-2022,44559.5,72.5,9.0,-1.67408,-1.935,0.0449121,0.351283
31-DEC-2022,44559.5,73.0,9.0,-0.24,-2.02,0.102194,0.243977
31-DEC-2022,44559.5,73.5,9.0,-0.91,-1.36,0.177575,0.203938
31-DEC-2022,44559.5,74.0,9.0,-1.65408,-0.9,0.229508,0.199033
31-DEC-2022,44559.5,74.5,9.0,-1.27098,-1.27,0.250737,0.150736
31-DEC-2022,44559.5,75.0,9.0,-0.79,-1.255,0.252102,0.0260298
31-DEC-2022,44559.5,75.5,9.0,-0.99,-1.54,0.232465,-0.0708599
31-DEC-2022,44559.5,76.0,9.0,-1.21,-2.565004,0.135872,0.105374
31-DEC-2022,44559.5,76.5,9.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.0,9.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.5,9.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.0,9.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.5,9.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.0,9.0,1.135,-6.17,-0.345343,-0.573272
31-DEC-2022,44559.5,79.5,9.0,-0.91,-5.185005,-0.469463,-0.755242
31-DEC-2022,44559.5,80.0,9.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,80.5,9.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,81.0,9.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,81.5,9.0,-2.455,-3.545,0.0692283,-0.168339
31-DEC-2022,44559.5,82.0,9.0,-1.85,-4.365,0.0740381,-0.0226522
31-DEC-2022,44559.5,82.5,9.0,-2.715,-4.8105,0.0839047,0.0342938
31-DEC-2022,44559.5,83.0,9.0,-3.05,-4.5605,0.0732358,0.0662801
31-DEC-2022,44559.5,83.5,9.0,-2.01,-4.43,0.029665,0.14484
31-DEC-2022,44559.5,84.0,9.0,-1.75,-4.91,0.0295681,0.25439
31-DEC-2022,44559.5,84.5,9.0,-1.585,-5.625,0.0563603,0.242765
31-DEC-2022,44559.5,85.0,9.0,-3.87,-4.24,0.136622,0.240698
31-DEC-2022,44559.5,85.5,9.0,-3.65,-4.5605,0.200399,0.209964
31-DEC-2022,44559.5,86.0,9.0,-3.305,-4.77,0.190587,0.140026
31-DEC-2022,44559.5,86.5,9.0,-3.67,-4.075,0.121969,0.0709686
31-DEC-2022,44559.5,87.0,9.0,-3.67,-4.27,0.0484178,0.0214892
31-DEC-2022,44559.5,87.5,9.0,-4.245,-3.715,-0.0144572,0.0157057
31-DEC-2022,44559.5,88.0,9.0,-4.51501,-3.59,-0.0781647,0.0229434
31-DEC-2022,44559.5,88.5,9.0,-4.23,-3.96,-0.174665,0.110683
31-DEC-2022,44559.5,89.0,9.0,-3.55,-4.14,-0.270209,0.233443
31-DEC-2022,44559.5,68.0,9.25,-3.16,-5.37,0.247632,-0.0310581
31-DEC-2022,44559.5,68.5,9.25,-2.725,-4.62,0.184042,-0.025705
31-DEC-2022,44559.5,69.0,9.25,-2.455,-4.34,0.0897211,0.00214476
31-DEC-2022,44559.5,69.5,9.25,-1.91,-5.145,0.0633714,0.127894
31-DEC-2022,44559.5,70.0,9.25,-0.175,-5.495,0.101497,0.339314
31-DEC-2022,44559.5,70.5,9.25,-1.73,-4.14,0.0942777,0.448543
31-DEC-2022,44559.5,71.0,9.25,-2.69,-2.57,0.0753298,0.490873
31-DEC-2022,44559.5,71.5,9.25,-3.18,-1.67408,0.100275,0.676473
31-DEC-2022,44559.5,72.0,9.25,-2.91,-1.855,0.153096,0.562323
31-DEC-2022,44559.5,72.5,9.25,-1.595,-1.95,0.24251,0.352625
31-DEC-2022,44559.5,73.0,9.25,-0.205,-2.205,0.401177,0.250432
31-DEC-2022,44559.5,73.5,9.25,-1.145,-1.14,0.506193,0.25961
31-DEC-2022,44559.5,74.0,9.25,-1.5,-0.825,0.568753,0.265477
31-DEC-2022,44559.5,74.5,9.25,-1.37,-1.09,0.545955,0.198458
31-DEC-2022,44559.5,75.0,9.25,-0.24,-0.685,0.499733,0.0698261
31-DEC-2022,44559.5,75.5,9.25,-0.225,-1.215,0.366952,0.00340846
31-DEC-2022,44559.5,76.0,9.25,-0.825,-1.28,0.214093,0.130216
31-DEC-2022,44559.5,76.5,9.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.0,9.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.5,9.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.0,9.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.5,9.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.0,9.25,-1e+10,-1e+10,-0.194231,-0.345803
31-DEC-2022,44559.5,79.5,9.25,-0.295,-5.41,-0.540434,-0.681398
31-DEC-2022,44559.5,80.0,9.25,-1e+10,-1e+10,-0.328293,-0.341918
31-DEC-2022,44559.5,80.5,9.25,-1e+10,-1e+10,0.0580432,0.0524857
31-DEC-2022,44559.5,81.0,9.25,-2.235,-3.79,0.0621113,-0.0246733
31-DEC-2022,44559.5,81.5,9.25,-2.395,-3.585,0.077573,-0.122628
31-DEC-2022,44559.5,82.0,9.25,-1.855,-3.44,0.00389571,-0.0304645
31-DEC-2022,44559.5,82.5,9.25,-2.975,-3.77,0.0539496,0.0590939
31-DEC-2022,44559.5,83.0,9.25,-2.855,-4.33,0.0287138,0.130565
31-DEC-2022,44559.5,83.5,9.25,-2.12,-4.305,0.0489027,0.186295
31-DEC-2022,44559.5,84.0,9.25,-1.69,-5.07,0.0126177,0.263962
31-DEC-2022,44559.5,84.5,9.25,-1.915,-5.22,0.0421785,0.30154
31-DEC-2022,44559.5,85.0,9.25,-4.025,-3.96,0.100129,0.288981
31-DEC-2022,44559.5,85.5,9.25,-3.59,-4.365,0.160057,0.262576
31-DEC-2022,44559.5,86.0,9.25,-3.46,-4.48,0.5349,0.262576
31-DEC-2022,44559.5,86.5,9.25,-3.575,-4.14,0.110082,0.163457
31-DEC-2022,44559.5,87.0,9.25,-3.54,-4.285,0.0396591,0.107664
31-DEC-2022,44559.5,87.5,9.25,-3.9,-3.985,-0.00984666,0.074707
31-DEC-2022,44559.5,88.0,9.25,-4.3105,-3.395,-0.070356,0.0637059
31-DEC-2022,44559.5,88.5,9.25,-4.285,-3.48,-0.155526,0.11881
31-DEC-2022,44559.5,89.0,9.25,-3.57,-3.67,-0.220919,0.241283
31-DEC-2022,44559.5,68.0,9.5,-2.85,-5.95,0.305613,-0.0383636
31-DEC-2022,44559.5,68.5,9.5,-2.44,-5.07,0.229646,-0.0138493
31-DEC-2022,44559.5,69.0,9.5,-2.29,-4.59,0.106073,0.0583087
31-DEC-2022,44559.5,69.5,9.5,-2.54,-4.505,0.0461845,0.1574
31-DEC-2022,44559.5,70.0,9.5,-0.26,-5.815,0.0382415,0.335793
31-DEC-2022,44559.5,70.5,9.5,-1.735,-4.59,0.0187448,0.458796
31-DEC-2022,44559.5,71.0,9.5,-2.345,-2.35,-0.00598675,0.465077
31-DEC-2022,44559.5,71.5,9.5,-2.825,-1.36,0.0261479,0.587612
31-DEC-2022,44559.5,72.0,9.5,-2.415,-2.035,0.198658,0.501758
31-DEC-2022,44559.5,72.5,9.5,-1.435,-2.045,0.356135,0.310292
31-DEC-2022,44559.5,73.0,9.5,-1.145,-1.56,0.520755,0.195577
31-DEC-2022,44559.5,73.5,9.5,-1.42,-1.005,0.658581,0.231541
31-DEC-2022,44559.5,74.0,9.5,-1.35,-0.63099,0.726217,0.256597
31-DEC-2022,44559.5,74.5,9.5,-1.32,-0.955,0.692352,0.24838
31-DEC-2022,44559.5,75.0,9.5,0.08,-0.15,0.575161,0.128494
31-DEC-2022,44559.5,75.5,9.5,0.285,-1.745,0.40298,0.0695228
31-DEC-2022,44559.5,76.0,9.5,-0.45409,-1.225,0.174434,0.152134
31-DEC-2022,44559.5,76.5,9.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.0,9.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.5,9.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.0,9.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.5,9.5,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.0,9.5,-1e+10,-1e+10,-0.191142,-0.164474
31-DEC-2022,44559.5,79.5,9.5,2.17,-6.51,-0.386661,-0.566333
31-DEC-2022,44559.5,80.0,9.5,-1e+10,-1e+10,-0.381429,-0.494678
31-DEC-2022,44559.5,80.5,9.5,-1e+10,-1e+10,-0.167689,0.0049838
31-DEC-2022,44559.5,81.0,9.5,-0.69,-4.285,-0.0918088,-0.0424844
31-DEC-2022,44559.5,81.5,9.5,-1.6,-3.76,-0.102633,-0.108546
31-DEC-2022,44559.5,82.0,9.5,-1.6,-3.59,-0.00349813,-0.0385522
31-DEC-2022,44559.5,82.5,9.5,-2.77,-3.52,-0.0268551,0.0515504
31-DEC-2022,44559.5,83.0,9.5,-2.96,-3.9,0.0227435,0.147614
31-DEC-2022,44559.5,83.5,9.5,-2.455,-4.315,0.0322128,0.199445
31-DEC-2022,44559.5,84.0,9.5,-1.605,-5.18,0.270384,0.199445
31-DEC-2022,44559.5,84.5,9.5,-1.95,-5.14,0.0563045,0.306993
31-DEC-2022,44559.5,85.0,9.5,-4.025,-3.81,0.115343,0.322878
31-DEC-2022,44559.5,85.5,9.5,-3.555,-3.915,0.159167,0.307668
31-DEC-2022,44559.5,86.0,9.5,-3.525,-4.12,0.16367,0.269925
31-DEC-2022,44559.5,86.5,9.5,-3.545,-4.22001,0.104968,0.211677
31-DEC-2022,44559.5,87.0,9.5,-3.545,-4.2,0.027122,0.139742
31-DEC-2022,44559.5,87.5,9.5,-3.705,-4.075,-0.02407,0.0924327
31-DEC-2022,44559.5,88.0,9.5,-4.085,-3.375,-0.0910915,0.0703541
31-DEC-2022,44559.5,88.5,9.5,-4.391,-2.67,-0.159453,0.111678
31-DEC-2022,44559.5,89.0,9.5,-4.02,-3.02,-0.190004,0.20678
31-DEC-2022,44559.5,68.0,9.75,-3.54,-5.42,0.301751,-0.0295361
31-DEC-2022,44559.5,68.5,9.75,-2.63,-4.8,0.267652,0.0308587
31-DEC-2022,44559.5,69.0,9.75,-2.38,-4.59,0.150745,0.121245
31-DEC-2022,44559.5,69.5,9.75,-2.665,-4.665,0.0509176,0.221167
31-DEC-2022,44559.5,70.0,9.75,0.285,-5.875,-0.00619063,0.361728
31-DEC-2022,44559.5,70.5,9.75,-1.0,-5.585,-0.0481526,0.473466
31-DEC-2022,44559.5,71.0,9.75,-2.205,-2.72,-0.0696817,0.463619
31-DEC-2022,44559.5,71.5,9.75,-2.87,-1.125,-0.0458316,0.528029
31-DEC-2022,44559.5,72.0,9.75,-1.91,-1.815,0.130773,0.387258
31-DEC-2022,44559.5,72.5,9.75,-1.425,-1.685,0.2794,0.237968
31-DEC-2022,44559.5,73.0,9.75,-1.365,-1.465,0.440803,0.0743632
31-DEC-2022,44559.5,73.5,9.75,-1.065,-1.305002,0.598338,0.119513
31-DEC-2022,44559.5,74.0,9.75,-0.975,-0.67099,0.638458,0.216466
31-DEC-2022,44559.5,74.5,9.75,-0.62,-0.735,0.609178,0.259173
31-DEC-2022,44559.5,75.0,9.75,0.37,-0.315,0.482912,0.216945
31-DEC-2022,44559.5,75.5,9.75,0.3,-2.665,0.261461,0.124462
31-DEC-2022,44559.5,76.0,9.75,-0.375,-1.31098,0.145134,0.143979
31-DEC-2022,44559.5,76.5,9.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.0,9.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.5,9.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.0,9.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.5,9.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.0,9.75,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.5,9.75,1.205,-5.54,-0.289066,-0.46143
31-DEC-2022,44559.5,80.0,9.75,-2.805,-3.55,-0.407263,-0.53528
31-DEC-2022,44559.5,80.5,9.75,-1.85,-3.6,-0.252946,-0.114006
31-DEC-2022,44559.5,81.0,9.75,-0.51,-4.77,-0.199613,-0.0494456
31-DEC-2022,44559.5,81.5,9.75,-0.77,-4.59501,-0.110035,-0.168755
31-DEC-2022,44559.5,82.0,9.75,-1.605,-4.725,-0.107501,-0.0475681
31-DEC-2022,44559.5,82.5,9.75,-2.565,-4.025,-0.0539692,0.0219417
31-DEC-2022,44559.5,83.0,9.75,-2.725,-3.9,-0.0143432,0.113889
31-DEC-2022,44559.5,83.5,9.75,-2.275004,-4.455,0.0238889,0.182849
31-DEC-2022,44559.5,84.0,9.75,-1.19,-5.345,0.0451843,0.248987
31-DEC-2022,44559.5,84.5,9.75,-2.37,-4.84501,0.0783152,0.287973
31-DEC-2022,44559.5,85.0,9.75,-4.135,-3.575,0.135252,0.291687
31-DEC-2022,44559.5,85.5,9.75,-3.51,-3.945,0.170551,0.293348
31-DEC-2022,44559.5,86.0,9.75,-3.515,-3.92,0.149359,0.267916
31-DEC-2022,44559.5,86.5,9.75,-3.3603,-4.08,0.064505,0.200796
31-DEC-2022,44559.5,87.0,9.75,-3.495,-4.225,-0.0136391,0.137225
31-DEC-2022,44559.5,87.5,9.75,-3.63,-4.2440,-0.063538,0.0824796
31-DEC-2022,44559.5,88.0,9.75,-3.75,-3.665,-0.130121,0.0682617
31-DEC-2022,44559.5,88.5,9.75,-4.1099,-2.47,-0.185633,0.0947281
31-DEC-2022,44559.5,89.0,9.75,-4.31,-2.38,-0.184858,0.1668
31-DEC-2022,44559.5,68.0,10.0,-4.1,-4.95,0.243867,-0.0449446
31-DEC-2022,44559.5,68.5,10.0,-3.0,-4.455,0.269857,0.0628367
31-DEC-2022,44559.5,69.0,10.0,-2.48,-4.855,0.193796,0.188939
31-DEC-2022,44559.5,69.5,10.0,-3.245,-4.64001,0.074093,0.304238
31-DEC-2022,44559.5,70.0,10.0,-0.735001,-6.18,-0.0190498,0.423074
31-DEC-2022,44559.5,70.5,10.0,-0.75,-6.3105,-0.0816055,0.507054
31-DEC-2022,44559.5,71.0,10.0,-2.07,-2.46,-0.113295,0.477409
31-DEC-2022,44559.5,71.5,10.0,-2.77,-1.345,-0.0931406,0.485471
31-DEC-2022,44559.5,72.0,10.0,-1.86,-1.715,-0.0117019,0.340649
31-DEC-2022,44559.5,72.5,10.0,-1.54,-1.135,0.147822,0.154907
31-DEC-2022,44559.5,73.0,10.0,-1.52098,-1.34,0.372412,-0.0923418
31-DEC-2022,44559.5,73.5,10.0,-1.01,-1.29,0.475595,-0.0290175
31-DEC-2022,44559.5,74.0,10.0,-0.74,-0.47,0.475481,0.105321
31-DEC-2022,44559.5,74.5,10.0,0.245,-0.74,0.415194,0.218612
31-DEC-2022,44559.5,75.0,10.0,0.575,-1.155,0.322917,0.249755
31-DEC-2022,44559.5,75.5,10.0,-0.06,-2.26,0.033935,0.249198
31-DEC-2022,44559.5,76.0,10.0,-0.755,-0.615,-0.116925,0.057925
31-DEC-2022,44559.5,76.5,10.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.0,10.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.5,10.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.0,10.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.5,10.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.0,10.0,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.5,10.0,-0.16,-5.455,-0.155987,-0.261914
31-DEC-2022,44559.5,80.0,10.0,-1.905,-4.09,-0.338765,-0.58556
31-DEC-2022,44559.5,80.5,10.0,-1.025,-4.5740,-0.274276,-0.202747
31-DEC-2022,44559.5,81.0,10.0,-1.24,-3.82,-0.186694,-0.0841301
31-DEC-2022,44559.5,81.5,10.0,-0.945,-4.69,-0.179861,-0.204373
31-DEC-2022,44559.5,82.0,10.0,-1.615002,-4.8105,-0.172505,-0.0738303
31-DEC-2022,44559.5,82.5,10.0,-2.51,-4.275,-0.116911,-0.0243712
31-DEC-2022,44559.5,83.0,10.0,-2.27,-4.09,-0.0429903,0.0650614
31-DEC-2022,44559.5,83.5,10.0,-1.81,-5.115,0.0157184,0.144121
31-DEC-2022,44559.5,84.0,10.0,-1.435,-5.265,0.0656042,0.206701
31-DEC-2022,44559.5,84.5,10.0,-2.455,-4.655,0.103309,0.244304
31-DEC-2022,44559.5,85.0,10.0,-3.72,-3.695,0.138727,0.231549
31-DEC-2022,44559.5,85.5,10.0,-3.825,-3.74,0.149598,0.227194
31-DEC-2022,44559.5,86.0,10.0,-3.45,-3.825,0.0819225,0.22116
31-DEC-2022,44559.5,86.5,10.0,-3.465,-3.64,-0.017635,0.172129
31-DEC-2022,44559.5,87.0,10.0,-3.53,-4.005,-0.0794897,0.11599
31-DEC-2022,44559.5,87.5,10.0,-3.445,-4.315,-0.121205,0.0646108
31-DEC-2022,44559.5,88.0,10.0,-3.1904,-4.29,-0.165551,0.0590837
31-DEC-2022,44559.5,88.5,10.0,-3.6,-3.41,-0.198271,0.0861167
31-DEC-2022,44559.5,89.0,10.0,-4.18,-2.79,-0.179796,0.132179
31-DEC-2022,44559.5,68.0,10.25,-3.81,-5.18,0.169857,-0.0602166
31-DEC-2022,44559.5,68.5,10.25,-3.04,-4.795,0.224419,0.05139
31-DEC-2022,44559.5,69.0,10.25,-2.77,-5.22001,0.226163,0.242782
31-DEC-2022,44559.5,69.5,10.25,-3.01,-4.72001,0.117028,0.392547
31-DEC-2022,44559.5,70.0,10.25,-0.585001,-5.6009,0.01124,0.493936
31-DEC-2022,44559.5,70.5,10.25,-0.705001,-4.94,-0.0674262,0.552799
31-DEC-2022,44559.5,71.0,10.25,-1.685,-2.52,-0.131579,0.502397
31-DEC-2022,44559.5,71.5,10.25,-2.285,-1.8,-0.168945,0.456557
31-DEC-2022,44559.5,72.0,10.25,-1.96,-1.785,-0.0894712,0.328818
31-DEC-2022,44559.5,72.5,10.25,-1.74,-1.355,0.0917106,0.00595509
31-DEC-2022,44559.5,73.0,10.25,-1.665,-1.265,0.270527,-0.242273
31-DEC-2022,44559.5,73.5,10.25,-0.995,-1.14,0.2725,-0.115147
31-DEC-2022,44559.5,74.0,10.25,-0.515,-0.615,0.233523,0.0525719
31-DEC-2022,44559.5,74.5,10.25,0.11,-1.02,0.19644,0.196119
31-DEC-2022,44559.5,75.0,10.25,0.025,-1.64,0.0862396,0.25222
31-DEC-2022,44559.5,75.5,10.25,-1.015,-2.465,0.00990944,0.407334
31-DEC-2022,44559.5,76.0,10.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,76.5,10.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.0,10.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,77.5,10.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.0,10.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,78.5,10.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.0,10.25,-1e+10,-1e+10,-1e+10,-1e+10
31-DEC-2022,44559.5,79.5,10.25,-1e+10,-1e+10,-0.119011,-0.107015
31-DEC-2022,44559.5,80.0,10.25,-1e+10,-1e+10,-0.231305,-0.567549
31-DEC-2022,44559.5,80.5,10.25,-0.71,-4.08,-0.254209,-0.2848
31-DEC-2022,44559.5,81.0,10.25,-2.115,-2.9,-0.198554,-0.123388
31-DEC-2022,44559.5,81.5,10.25,-1.38,-3.925,-0.228496,-0.212531
31-DEC-2022,44559.5,82.0,10.25,-1.08,-4.605,-0.190172,-0.114126
31-DEC-2022,44559.5,82.5,10.25,-2.41,-4.24,-0.145113,-0.0784772
31-DEC-2022,44559.5,83.0,10.25,-2.24,-4.605,-0.0593382,0.0184507
31-DEC-2022,44559.5,83.5,10.25,-1.82,-5.09,-0.00140372,0.0795226
31-DEC-2022,44559.5,84.0,10.25,-1.765,-4.93,0.0680986,0.139614
31-DEC-2022,44559.5,84.5,10.25,-2.46,-4.41,0.0995972,0.180808
31-DEC-2022,44559.5,85.0,10.25,-2.875,-3.895,0.097525,0.162092
