DATETIME,TIME,LON,LAT,EASTWARD_WIND,NORTHWARD_WIND
31-DEC-2022,44559.5,69.5,5.5,-5.61,-1.54
31-DEC-2022,44559.5,70.0,5.5,-5.18,-0.8500000000000001
31-DEC-2022,44559.5,70.5,5.5,-4.95,-1.77
31-DEC-2022,44559.5,71.0,5.5,-6.035,-2.17
31-DEC-2022,44559.5,71.5,5.5,-6.220000000000001,-2.305
31-DEC-2022,44559.5,72.0,5.5,-5.86,-2.27
31-DEC-2022,44559.5,72.5,5.5,-6.42,-2.02
31-DEC-2022,44559.5,73.0,5.5,-6.725,-1.8900000000000001
31-DEC-2022,44559.5,73.5,5.5,-6.484999999999999,-2.375
31-DEC-2022,44559.5,74.0,5.5,-6.23,-2.84
31-DEC-2022,44559.5,74.5,5.5,-5.984999999999999,-3.0599999999999996
31-DEC-2022,44559.5,75.0,5.5,-5.875,-2.87
31-DEC-2022,44559.5,75.5,5.5,-5.619999999999999,-2.99
31-DEC-2022,44559.5,76.0,5.5,-5.404999999999999,-3.81
31-DEC-2022,44559.5,76.5,5.5,-5.335,-4.140000000000001
31-DEC-2022,44559.5,77.0,5.5,-4.465,-4.505
31-DEC-2022,44559.5,77.5,5.5,-3.8,-5.154999999999999
31-DEC-2022,44559.5,78.0,5.5,-4.09,-5.27
31-DEC-2022,44559.5,78.5,5.5,-4.234999999999999,-5.275
31-DEC-2022,44559.5,79.0,5.5,-2.5300000000000002,-4.0
31-DEC-2022,44559.5,79.5,5.5,-2.505,-2.865
31-DEC-2022,44559.5,80.0,5.5,-2.385,-2.9850000000000003
31-DEC-2022,44559.5,80.5,5.5,-2.91,-4.1850000000000005
31-DEC-2022,44559.5,81.0,5.5,-6.445,-6.355
31-DEC-2022,44559.5,81.5,5.5,-2.8049999999999997,-8.465
31-DEC-2022,44559.5,82.0,5.5,-1.225,-6.68
31-DEC-2022,44559.5,82.5,5.5,-0.46,-6.8100000000000005
31-DEC-2022,44559.5,83.0,5.5,-1.545,-6.425
31-DEC-2022,44559.5,83.5,5.5,-2.245,-7.095000000000001
31-DEC-2022,44559.5,84.0,5.5,-2.2800000000000002,-6.305
31-DEC-2022,44559.5,84.5,5.5,-3.0949999999999998,-6.08
31-DEC-2022,44559.5,85.0,5.5,-3.125,-6.135
31-DEC-2022,44559.5,85.5,5.5,-3.395,-5.725
31-DEC-2022,44559.5,86.0,5.5,-3.4850000000000003,-5.65
31-DEC-2022,44559.5,86.5,5.5,-3.435,-5.41
31-DEC-2022,44559.5,87.0,5.5,-2.835,-5.68
31-DEC-2022,44559.5,87.5,5.5,-2.99,-5.785
31-DEC-2022,44559.5,88.0,5.5,-2.65,-5.855
31-DEC-2022,44559.5,88.5,5.5,-2.825,-5.83
31-DEC-2022,44559.5,89.0,5.5,-2.69,-5.66
31-DEC-2022,44559.5,68.0,5.75,-5.41,-3.21
31-DEC-2022,44559.5,68.5,5.75,-5.37,-3.085
31-DEC-2022,44559.5,69.0,5.75,-4.31,-4.98
31-DEC-2022,44559.5,69.5,5.75,-4.88,-2.7849999999999997
31-DEC-2022,44559.5,70.0,5.75,-5.01,-1.29
31-DEC-2022,44559.5,70.5,5.75,-4.765000000000001,-1.71
31-DEC-2022,44559.5,71.0,5.75,-5.355,-1.935
31-DEC-2022,44559.5,71.5,5.75,-5.275,-2.38
31-DEC-2022,44559.5,72.0,5.75,-5.76,-2.25
31-DEC-2022,44559.5,72.5,5.75,-6.255,-1.6949999999999998
31-DEC-2022,44559.5,73.0,5.75,-6.555,-1.3399999999999999
31-DEC-2022,44559.5,73.5,5.75,-6.52,-1.9500000000000002
31-DEC-2022,44559.5,74.0,5.75,-6.21,-2.495
31-DEC-2022,44559.5,74.5,5.75,-6.075,-2.875
31-DEC-2022,44559.5,75.0,5.75,-5.9399999999999995,-2.715
31-DEC-2022,44559.5,75.5,5.75,-5.8100000000000005,-2.6550000000000002
31-DEC-2022,44559.5,76.0,5.75,-5.609999999999999,-3.44
31-DEC-2022,44559.5,76.5,5.75,-5.47,-3.79
31-DEC-2022,44559.5,77.0,5.75,-5.01,-4.03
31-DEC-2022,44559.5,77.5,5.75,-4.135,-5.07
31-DEC-2022,44559.5,78.0,5.75,-4.035,-4.93
31-DEC-2022,44559.5,78.5,5.75,-4.640000000000001,-5.77
31-DEC-2022,44559.5,79.0,5.75,-2.915,-4.895
31-DEC-2022,44559.5,79.5,5.75,-1.51,-3.29
31-DEC-2022,44559.5,80.0,5.75,-1.505,-3.02
31-DEC-2022,44559.5,80.5,5.75,-0.77,-2.655
31-DEC-2022,44559.5,81.0,5.75,-5.83,-5.109999999999999
31-DEC-2022,44559.5,81.5,5.75,-3.55,-8.59
31-DEC-2022,44559.5,82.0,5.75,-1.5,-7.109999999999999
31-DEC-2022,44559.5,82.5,5.75,-0.255,-6.865
31-DEC-2022,44559.5,83.0,5.75,-0.5349999999999999,-6.855
31-DEC-2022,44559.5,83.5,5.75,-2.745,-7.3100000000000005
31-DEC-2022,44559.5,84.0,5.75,-2.895,-6.76
31-DEC-2022,44559.5,84.5,5.75,-3.465,-6.455
31-DEC-2022,44559.5,85.0,5.75,-3.2800000000000002,-6.635
31-DEC-2022,44559.5,85.5,5.75,-3.495,-6.0600000000000005
31-DEC-2022,44559.5,86.0,5.75,-3.7199999999999998,-5.675000000000001
31-DEC-2022,44559.5,86.5,5.75,-3.49,-5.37
31-DEC-2022,44559.5,87.0,5.75,-3.135,-5.484999999999999
31-DEC-2022,44559.5,87.5,5.75,-3.285,-5.470000000000001
31-DEC-2022,44559.5,88.0,5.75,-2.925,-5.93
31-DEC-2022,44559.5,88.5,5.75,-3.23,-5.87
31-DEC-2022,44559.5,89.0,5.75,-2.67,-6.15
31-DEC-2022,44559.5,68.0,6.0,-5.48,-2.43
31-DEC-2022,44559.5,68.5,6.0,-5.27,-2.075
31-DEC-2022,44559.5,69.0,6.0,-4.59,-3.535
31-DEC-2022,44559.5,69.5,6.0,-4.445,-2.49
31-DEC-2022,44559.5,70.0,6.0,-4.734999999999999,-1.225
31-DEC-2022,44559.5,70.5,6.0,-4.38,-1.79
31-DEC-2022,44559.5,71.0,6.0,-4.6,-1.9449999999999998
31-DEC-2022,44559.5,71.5,6.0,-5.08,-2.39
31-DEC-2022,44559.5,72.0,6.0,-5.55,-2.09
31-DEC-2022,44559.5,72.5,6.0,-5.865,-1.2999999999999998
31-DEC-2022,44559.5,73.0,6.0,-5.88,-1.47
31-DEC-2022,44559.5,73.5,6.0,-6.225,-2.1399999999999997
31-DEC-2022,44559.5,74.0,6.0,-5.975,-2.65
31-DEC-2022,44559.5,74.5,6.0,-5.95,-2.9299999999999997
31-DEC-2022,44559.5,75.0,6.0,-5.82,-2.54
31-DEC-2022,44559.5,75.5,6.0,-5.785,-2.4299999999999997
31-DEC-2022,44559.5,76.0,6.0,-5.725,-3.02
31-DEC-2022,44559.5,76.5,6.0,-5.720000000000001,-3.6399999999999997
31-DEC-2022,44559.5,77.0,6.0,-5.5,-4.154999999999999
31-DEC-2022,44559.5,77.5,6.0,-4.645,-4.375
31-DEC-2022,44559.5,78.0,6.0,-4.555,-4.35
31-DEC-2022,44559.5,78.5,6.0,-5.27,-5.955
31-DEC-2022,44559.5,79.0,6.0,-3.7,-5.07
31-DEC-2022,44559.5,79.5,6.0,-1.9700000000000002,-3.9050000000000002
31-DEC-2022,44559.5,80.0,6.0,-5e+33,-5e+33
31-DEC-2022,44559.5,80.5,6.0,-1e+34,-1e+34
31-DEC-2022,44559.5,81.0,6.0,-5e+33,-5e+33
31-DEC-2022,44559.5,81.5,6.0,-3.4699999999999998,-7.455
31-DEC-2022,44559.5,82.0,6.0,-0.97,-6.425
31-DEC-2022,44559.5,82.5,6.0,-0.12999999999999995,-6.46
31-DEC-2022,44559.5,83.0,6.0,0.1,-7.045
31-DEC-2022,44559.5,83.5,6.0,-3.045,-6.915
31-DEC-2022,44559.5,84.0,6.0,-3.6100000000000003,-6.59
31-DEC-2022,44559.5,84.5,6.0,-3.525,-6.385
31-DEC-2022,44559.5,85.0,6.0,-3.3200000000000003,-6.64
31-DEC-2022,44559.5,85.5,6.0,-3.645,-6.095000000000001
31-DEC-2022,44559.5,86.0,6.0,-3.715,-5.59
31-DEC-2022,44559.5,86.5,6.0,-3.375,-5.32
31-DEC-2022,44559.5,87.0,6.0,-3.44,-5.415
31-DEC-2022,44559.5,87.5,6.0,-3.5700000000000003,-5.425
31-DEC-2022,44559.5,88.0,6.0,-3.17,-6.09
31-DEC-2022,44559.5,88.5,6.0,-3.3200000000000003,-5.8100000000000005
31-DEC-2022,44559.5,89.0,6.0,-2.75,-6.03
31-DEC-2022,44559.5,68.0,6.25,-5.26,-1.72
31-DEC-2022,44559.5,68.5,6.25,-5.140000000000001,-1.5699999999999998
31-DEC-2022,44559.5,69.0,6.25,-4.675,-2.705
31-DEC-2022,44559.5,69.5,6.25,-4.29,-2.505
31-DEC-2022,44559.5,70.0,6.25,-4.58,-1.19
31-DEC-2022,44559.5,70.5,6.25,-4.0600000000000005,-1.815
31-DEC-2022,44559.5,71.0,6.25,-4.0,-2.16
31-DEC-2022,44559.5,71.5,6.25,-4.79,-2.2750000000000004
31-DEC-2022,44559.5,72.0,6.25,-5.12,-2.365
31-DEC-2022,44559.5,72.5,6.25,-5.0649999999999995,-1.8050000000000002
31-DEC-2022,44559.5,73.0,6.25,-5.17,-2.14
31-DEC-2022,44559.5,73.5,6.25,-5.765000000000001,-1.9500000000000002
31-DEC-2022,44559.5,74.0,6.25,-5.68,-2.44
31-DEC-2022,44559.5,74.5,6.25,-5.630000000000001,-2.675
31-DEC-2022,44559.5,75.0,6.25,-5.6899999999999995,-2.605
31-DEC-2022,44559.5,75.5,6.25,-5.76,-2.76
31-DEC-2022,44559.5,76.0,6.25,-5.995,-3.08
31-DEC-2022,44559.5,76.5,6.25,-6.03,-3.8
